AirportCode;CityCode;CountryCode;LocationType;UtcOffset;TimeZoneId;Latitude;Longitude;AirportName
MMN;MMN;US;Airport;-05:00;America/New_York;42.4333;-71.5028;Stow Minute Man Airfield
MMO;MMO;CV;Airport;-01:00;Atlantic/Cape_Verde;15.1558;-23.2136;Maio Island
MMP;MMP;CO;Airport;-05:00;America/Bogota;9.2589;-74.4383;Mompos San Bernardo
MMQ;MMQ;ZM;Airport;+02:00;Africa/Lusaka;-8.8578;31.3342;Mbala
MMR;AUS;US;Airport;-06:00;America/Chicago;30.3;-97.7;Mabry Arng Heliport
MMS;MMS;US;Airport;-06:00;America/Chicago;34.2167;-90.2833;Marks Selfs
MMT;CAE;US;Airport;-05:00;America/New_York;33.9528;-81.1167;Columbia Mcentire Jngb
MMU;MMU;US;Airport;-05:00;America/New_York;40.7978;-74.4153;Morristown Municipal
MMV;MMV;PG;Airport;+10:00;Pacific/Port_Moresby;-1.4097;144.1869;Mal
MMW;MMW;MZ;Airport;+02:00;Africa/Maputo;-16.75;39.2167;Moma
MMX;MMA;SE;Airport;+01:00;Europe/Stockholm;55.5425;13.375;Malmo Sturup
MMY;MMY;JP;Airport;+09:00;Asia/Tokyo;24.7828;125.295;Miyako
MMZ;MMZ;AF;Airport;+04:30;Asia/Kabul;35.9258;64.7658;Maimanah
MNA;MNA;ID;Airport;+08:00;Asia/Makassar;4.0067;126.6736;Melangguane
MNB;MNB;CD;Airport;+01:00;Africa/Kinshasa;-5.9333;12.35;Muanda
MNC;MNC;MZ;Airport;+02:00;Africa/Maputo;-14.4858;40.7125;Nacala
MND;MND;CO;Airport;-05:00;America/Bogota;4.5167;-73.2833;Medina
MNE;MNE;AU;Airport;+09:30;Australia/Adelaide;-28.0167;138.6667;Mungeranie
MNF;MNF;FJ;Airport;+12:00;Pacific/Fiji;-17.6728;177.0986;Mana Island
MNG;MNG;AU;Airport;+09:30;Australia/Darwin;-12.0561;134.2342;Maningrida
MNH;MNH;OM;Airport;+04:00;Asia/Muscat;23.6411;57.4864;Musanaa
MNI;MNI;MS;Airport;-04:00;America/Montserrat;16.7914;-62.1942;Montserrat John A. Osborne
MNJ;MNJ;MG;Airport;+03:00;Indian/Antananarivo;-21.2017;48.3583;Mananjary
MNK;MNK;KI;Airport;+12:00;Pacific/Tarawa;1.0036;173.0311;Maiana
MNL;MNL;PH;Airport;+08:00;Asia/Manila;14.5086;121.0194;Manila Ninoy Aquino
MNM;MNM;US;Airport;-06:00;America/Chicago;45.2833;-87.6333;Menominee-Marinette
MNN;MNN;US;Airport;-05:00;America/New_York;40.6167;-83.0667;Marion Municipal
MNO;MNO;CD;Airport;+02:00;Africa/Lubumbashi;-7.2892;27.3939;Manono
MNP;MNP;PG;Airport;+10:00;Pacific/Port_Moresby;-1.55;145.0333;Maron
MNQ;MNQ;AU;Airport;+10:00;Australia/Brisbane;-24.8833;151.1;Monto
MNR;MNR;ZM;Airport;+02:00;Africa/Lusaka;-15.2553;23.1564;Mongu
MNS;MNS;ZM;Airport;+02:00;Africa/Lusaka;-11.1383;28.875;Mansa
MNT;MNT;US;Airport;-09:00;America/Anchorage;65.1472;-149.3675;Minto Al Wright
MNU;MNU;MM;Airport;+06:30;Asia/Yangon;16.4447;97.6606;Mawlamyine
MNV;MNV;AU;Airport;+09:30;Australia/Darwin;-14.1167;133.8333;Mount Valley
MNW;MNW;AU;Airport;+09:30;Australia/Darwin;-22.5;135.1667;Macdonald Downs
MNX;MNX;BR;Airport;-04:00;America/Porto_Velho;-5.8167;-61.2833;Manicore
MNY;MNY;SB;Airport;+11:00;Pacific/Guadalcanal;-7.4167;155.5653;Mono Island
MNZ;MNZ;US;Airport;-05:00;America/New_York;38.7219;-77.5144;Manassas Regional
MOA;MOA;CU;Airport;-05:00;America/Havana;20.6539;-74.9222;Moa Orestes Acosta
MOB;MOB;US;Airport;-06:00;America/Chicago;30.6911;-88.2428;Mobile
MOC;MOC;BR;Airport;-03:00;America/Araguaina;-16.7069;-43.8189;Montes Claros Mario Ribeiro
MOD;MOD;US;Airport;-08:00;America/Los_Angeles;37.6267;-120.9542;Modesto
MOE;MOE;MM;Airport;+06:30;Asia/Yangon;23.1;96.65;Momeik
MOF;MOF;ID;Airport;+08:00;Asia/Makassar;-8.6406;122.2369;Maumere Fransiskus X.Seda
MOG;MOG;MM;Airport;+06:30;Asia/Yangon;20.5183;99.2583;Mong Hsat
MOH;MOH;ID;Airport;+08:00;Asia/Makassar;-2.2028;121.6611;Morowali
MOI;MOI;CK;Airport;-10:00;Pacific/Rarotonga;-19.8425;-157.7033;Mitiaro Island Nukuroa
MOJ;MOJ;SR;Airport;-03:00;America/Paramaribo;5.6167;-54.4;Moengo
MOK;MOK;UZ;Airport;+05:00;Asia/Tashkent;43.7553;59.0319;Muynaq
MOL;MOL;NO;Airport;+01:00;Europe/Oslo;62.7447;7.2625;Molde
MOM;MOM;MR;Airport;+00:00;Africa/Nouakchott;17.75;-12.5;Moudjeria Letfotar
MON;MON;NZ;Airport;+12:00;Pacific/Auckland;-43.7833;170.1333;Mount Cook Apt
MOO;MOO;AU;Airport;+09:30;Australia/Adelaide;-28.0994;140.1983;Moomba
MOP;MOP;US;Airport;-05:00;America/New_York;43.6167;-84.7333;Mount Pleasant Municipal
MOQ;MOQ;MG;Airport;+03:00;Indian/Antananarivo;-20.2847;44.3175;Morondava
MOR;MOR;US;Airport;-05:00;America/New_York;36.1833;-83.3667;Morristown Moore-Murrel
MOS;MOS;US;Airport;-09:00;America/Anchorage;64.7;-162.05;Moses Point
MOT;MOT;US;Airport;-06:00;America/Chicago;48.2594;-101.2803;Minot
MOU;MOU;US;Airport;-09:00;America/Anchorage;62.0953;-163.6822;Mountain Village
MOV;MOV;AU;Airport;+10:00;Australia/Brisbane;-22.0586;148.0764;Moranbah
MOX;MOX;US;Airport;-06:00;America/Chicago;45.5833;-95.9;Morris Municipal
MOY;MOY;CO;Airport;-05:00;America/Bogota;4.9167;-72.85;Monterrey
MOZ;MOZ;PF;Airport;-10:00;Pacific/Tahiti;-17.49;-149.7619;Moorea Temae
MPA;MPA;NA;Airport;+02:00;Africa/Windhoek;-17.6333;24.1833;Katima Mulilo Mpacha
MPB;MIA;US;Airport;-05:00;America/New_York;25.7478;-80.1736;Miami Spb
MPC;MPC;ID;Airport;+07:00;Asia/Pontianak;-2.55;101.1;Muko-Muko
MPD;MPD;PK;Airport;+05:00;Asia/Karachi;25.5333;69.0167;Mirpur Khas
MPE;MPE;US;Airport;-05:00;America/New_York;41.2833;-72.6;Madison Griswold
MPF;MPF;PG;Airport;+10:00;Pacific/Port_Moresby;-7.9667;143.1667;Mapoda
MPG;MPG;PG;Airport;+10:00;Pacific/Port_Moresby;-6.5333;147.7167;Makini
MPH;MPH;PH;Airport;+08:00;Asia/Manila;11.9244;121.9542;Caticlan Godofredo P Ramos
MPI;MPI;PA;Airport;-05:00;America/Panama;9.1833;-77.9833;Mamitupo
MPJ;MPJ;US;Airport;-06:00;America/Chicago;35.15;-92.7333;Morrilton Petit Jean
MPK;MPK;KR;Airport;+09:00;Asia/Seoul;34.7589;126.38;Mokpo
MPL;MPL;FR;Airport;+01:00;Europe/Paris;43.5833;3.9614;Montpellier
MPM;MPM;MZ;Airport;+02:00;Africa/Maputo;-25.9208;32.5725;Maputo
MPN;MPN;FK;Airport;-03:00;Atlantic/Stanley;-51.8228;-58.4456;Mount Pleasant
MPO;MPO;US;Airport;-05:00;America/New_York;41.1361;-75.3797;Mount Pocono Pocono Mountains Municipal
MPP;MPP;PA;Airport;-05:00;America/Panama;8.9464;-77.7508;Mulatupo
MPQ;MPQ;JO;Airport;+03:00;Asia/Amman;30.1667;35.8;Ma'an
MPR;MPR;US;Airport;-06:00;America/Chicago;38.35;-97.6833;Mcpherson
MPS;MPS;US;Airport;-06:00;America/Chicago;33.15;-94.9667;Mount Pleasant Regional
MPT;MPT;TL;Airport;+09:00;Asia/Dili;-8.9833;125.3833;Maliana
MPU;MPU;PG;Airport;+10:00;Pacific/Port_Moresby;-2.9167;151.4167;Mapua
MPV;MPV;US;Airport;-05:00;America/New_York;44.1997;-72.5625;Barre/Montpelier Edward F Knapp State
MPW;MPW;UA;Airport;+02:00;Europe/Zaporozhye;47.0761;37.4494;Mariupol International
MPX;MPX;PG;Airport;+10:00;Pacific/Port_Moresby;-4.9;141.6167;Miyanmin
MPY;MPY;GF;Airport;-03:00;America/Cayenne;3.6667;-54.0333;Maripasoula
MPZ;MPZ;US;Airport;-06:00;America/Chicago;40.9667;-91.55;Mount Pleasant Municipal
MQA;MQA;AU;Airport;+08:00;Australia/Perth;-19.8333;120.8333;Mandora Station
MQB;MQB;US;Airport;-06:00;America/Chicago;40.45;-90.6167;Macomb Municipal
MQC;MQC;PM;Airport;-03:00;America/Miquelon;47.1333;-56.3833;Miquelon
MQD;MQD;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-41.25;-68.7333;Maquinchao
MQE;MQE;AU;Airport;+09:30;Australia/Darwin;-22.8167;137.35;Marqua
MQF;MQF;RU;Airport;+05:00;Asia/Yekaterinburg;53.3931;58.7556;Magnitogorsk
MQG;MQG;NA;Airport;+02:00;Africa/Windhoek;-22.0833;17.3667;Midgard
MQH;MQH;BR;Airport;-03:00;America/Araguaina;-13.5483;-48.195;Minacu
MQI;MQI;US;Airport;-05:00;America/New_York;42.25;-71.0;Quincy
MQJ;MQJ;RU;Airport;+11:00;Asia/Srednekolymsk;66.4508;143.2614;Khonuu Moma
MQK;MQK;BO;Airport;-04:00;America/La_Paz;-16.3344;-58.3856;San Matias
MQL;MQL;AU;Airport;+10:00;Australia/Sydney;-34.2292;142.0856;Mildura
MQM;MQM;TR;Airport;+03:00;Europe/Istanbul;37.2233;40.6317;Mardin
MQN;MQN;NO;Airport;+01:00;Europe/Oslo;66.3667;14.3;Mo I Rana
MQO;MQO;PG;Airport;+10:00;Pacific/Port_Moresby;-8.7039;142.6511;Malam
MQP;NLP;ZA;Airport;+02:00;Africa/Johannesburg;-25.3831;31.1056;Nelspruit
MQQ;MQQ;TD;Airport;+01:00;Africa/Ndjamena;8.6264;16.0725;Moundou
MQR;MQR;CO;Airport;-05:00;America/Bogota;2.6667;-78.3417;Mosquera
MQS;MQS;VC;Airport;-04:00;America/St_Vincent;12.8883;-61.1792;Mustique International
MQT;MQT;US;Airport;-05:00;America/New_York;46.3536;-87.3953;Marquette
MQU;MQU;CO;Airport;-05:00;America/Bogota;5.2167;-74.8833;Mariquita Jose Celestino Mutis
MQV;MQV;DZ;Airport;+01:00;Africa/Algiers;35.9;0.9833;Mostaganem
MQW;MQW;US;Airport;-05:00;America/New_York;32.0833;-82.8667;Mc Rae Telfair-Wheeler
MQX;MQX;ET;Airport;+03:00;Africa/Addis_Ababa;13.4675;39.5333;Makale
MQY;MQY;US;Airport;-06:00;America/Chicago;36.0097;-86.5206;Smyrna
MQZ;MQZ;AU;Airport;+08:00;Australia/Perth;-33.95;115.0667;Margaret River
MRA;MRA;LY;Airport;+02:00;Africa/Tripoli;32.3219;15.0614;Misurata
MRB;MRB;US;Airport;-05:00;America/New_York;39.4028;-77.9831;Martinsburg Eastern W.V. Regional
MRC;MRC;US;Airport;-06:00;America/Chicago;35.6;-87.0333;Columbia/Mt Pleasant Maury County
MRD;MRD;VE;Airport;-04:00;America/Caracas;8.5822;-71.1611;Merida
MRE;MRE;KE;Airport;+03:00;Africa/Nairobi;-1.4044;35.0094;Masai Mara Mara Serena
MRF;MRF;US;Airport;-06:00;America/Chicago;30.3711;-104.0181;Marfa Municipal
MRG;MRG;AU;Airport;+10:00;Australia/Brisbane;-17.0;145.4333;Mareeba
MRH;MRH;PG;Airport;+10:00;Pacific/Port_Moresby;-4.3333;141.8;May River
MRI;ANC;US;Airport;-09:00;America/Anchorage;61.2333;-149.9;Anchorage Merrill Field
MRJ;MRJ;HN;Airport;-06:00;America/Tegucigalpa;14.1333;-88.0333;Marcala
MRK;MRK;US;Airport;-05:00;America/New_York;25.9333;-81.7167;Marco Island
MRL;MRL;AU;Airport;+10:00;Australia/Brisbane;-20.0667;145.5833;Miner's Lake
MRM;MRM;PG;Airport;+10:00;Pacific/Port_Moresby;-9.2;147.6;Manare
MRN;MRN;US;Airport;-05:00;America/New_York;35.75;-81.725;Morganton Foothills Regional
MRO;MRO;NZ;Airport;+12:00;Pacific/Auckland;-40.975;175.6328;Masterton
MRP;MRP;AU;Airport;+09:30;Australia/Adelaide;-27.0333;133.1167;Marla
MRQ;MRQ;PH;Airport;+08:00;Asia/Manila;13.3619;121.8253;Marinduque
MRR;MRR;EC;Airport;-05:00;America/Guayaquil;-4.3833;-79.9333;Macara J. M. Velasco Ibarra
MRS;MRS;FR;Airport;+01:00;Europe/Paris;43.4367;5.215;Marseille
MRT;MRT;AU;Airport;+09:30;Australia/Darwin;-14.8167;133.7;Moroak
MRU;MRU;MU;Airport;+04:00;Indian/Mauritius;-20.4303;57.6836;Mauritius
MRV;MRV;RU;Airport;+03:00;Europe/Moscow;44.225;43.0819;Mineralnye Vody
MRW;MRW;DK;Airport;+01:00;Europe/Copenhagen;54.6994;11.44;Maribo Lolland Falster
MRX;MRX;IR;Airport;+03:30;Asia/Tehran;30.5522;49.1558;Bandar Mahshahr Mahshahr
MRY;MRY;US;Airport;-08:00;America/Los_Angeles;36.5869;-121.8431;Monterey Peninsula
MRZ;MRZ;AU;Airport;+10:00;Australia/Sydney;-29.4989;149.8447;Moree
MSA;MSA;CA;Airport;-06:00;America/Winnipeg;53.4414;-91.7631;Muskrat Dam
MSB;MBX;SI;Bus Station;+01:00;Europe/Ljubljana;46.5592;15.6553;Maribor Bus Station
MSC;PHX;US;Airport;-07:00;America/Phoenix;33.4603;-111.7283;Phoenix Falcon Field Apt
MSD;MSD;US;Airport;-07:00;America/Denver;39.5247;-111.4744;Mount Pleasant
MSE;MSE;GB;Airport;+00:00;Europe/London;51.3422;1.3461;Manston Kent International
MSF;MSF;AU;Airport;+09:30;Australia/Darwin;-22.6667;134.9167;Mount Swan
MSG;MSG;LS;Airport;+02:00;Africa/Maseru;-29.7333;28.75;Matsaile
MSH;MSH;OM;Airport;+04:00;Asia/Muscat;20.6756;58.25;Masirah Air Base
MSI;MSI;ID;Airport;+07:00;Asia/Pontianak;-5.5667;114.4333;Masalembo
MSJ;MSJ;JP;Airport;+09:00;Asia/Tokyo;40.7033;141.3683;Misawa
MSK;MSK;CO;Airport;-05:00;America/Bogota;3.7511;-71.4564;Puerto Gaitan Morelia
MSL;MSL;US;Airport;-06:00;America/Chicago;34.7464;-87.61;Muscle Shoals/Florence Northwest Alabam
MSM;MSM;CD;Airport;+01:00;Africa/Kinshasa;-4.8333;17.85;Masi-Manimba
MSN;MSN;US;Airport;-06:00;America/Chicago;43.1397;-89.3375;Madison
MSO;MSO;US;Airport;-07:00;America/Denver;46.9164;-114.0906;Missoula
MSP;MSP;US;Airport;-06:00;America/Chicago;44.8819;-93.2217;Minneapolis/St.Paul
MSQ;MSQ;BY;Airport;+03:00;Europe/Minsk;53.8825;28.0308;Minsk 2
MSR;MSR;TR;Airport;+03:00;Europe/Istanbul;38.7478;41.6611;Mus
MSS;MSS;US;Airport;-05:00;America/New_York;44.9358;-74.8456;Massena International
MST;MST;NL;Airport;+01:00;Europe/Amsterdam;50.9158;5.7769;Maastricht
MSU;MSU;LS;Airport;+02:00;Africa/Maseru;-29.4622;27.5525;Maseru
MSV;MSV;US;Airport;-05:00;America/New_York;41.6167;-74.7;Monticello Sullivan County Internationa
MSW;MSW;ER;Airport;+03:00;Africa/Asmara;15.67;39.37;Massawa International
MSX;MSX;CG;Airport;+01:00;Africa/Brazzaville;-2.95;12.7;Mossendjo
MSY;MSY;US;Airport;-06:00;America/Chicago;29.9933;-90.2581;New Orleans Louis Armstrong
MSZ;MSZ;AO;Airport;+01:00;Africa/Luanda;-15.2617;12.1472;Namibe Yuri Gagarin
MTA;MTA;NZ;Airport;+12:00;Pacific/Auckland;-37.7333;175.75;Matamata
MTB;MTB;CO;Airport;-05:00;America/Bogota;7.9717;-75.4331;Montelibano
MTC;MTC;US;Airport;-05:00;America/New_York;42.6;-82.8833;Mount Clemens Selfridge Angb
MTD;MTD;AU;Airport;+09:30;Australia/Darwin;-16.9833;130.55;Mount Sanford Station
MTE;MTE;BR;Airport;-03:00;America/Araguaina;-2.0167;-54.0667;Monte Alegre
MTF;MTF;ET;Airport;+03:00;Africa/Addis_Ababa;6.9667;35.5333;Mizan Teferi
MTG;MTG;BR;Airport;-04:00;America/Porto_Velho;-15.0167;-60.0167;Mato Grosso
MTH;MTH;US;Airport;-05:00;America/New_York;24.7258;-81.0528;Marathon The Florida Keys
MTI;MTI;CV;Airport;-01:00;Atlantic/Cape_Verde;15.0;-24.4333;Mosteiros
MTJ;MTJ;US;Airport;-07:00;America/Denver;38.5053;-107.8942;Montrose
MTK;MTK;KI;Airport;+12:00;Pacific/Tarawa;3.3747;172.9925;Makin
MTL;MTL;AU;Airport;+10:00;Australia/Sydney;-32.7333;151.55;Maitland
MTM;MTM;US;Airport;-09:00;America/Anchorage;55.1333;-131.5833;Metlakatla Seaplane Base
MTN;WAS;US;Airport;-05:00;America/New_York;39.3261;-76.4139;Baltimore Martin State
MTO;MTO;US;Airport;-06:00;America/Chicago;39.4833;-88.2833;Mattoon/Charleston Coles County Memoria
MTP;MTP;US;Airport;-05:00;America/New_York;41.0769;-71.9203;Montauk
MTQ;MTQ;AU;Airport;+10:00;Australia/Brisbane;-26.5833;147.9667;Mitchell
MTR;MTR;CO;Airport;-05:00;America/Bogota;8.8236;-75.8258;Monteria Los Garzones
MTS;MTS;SZ;Airport;+02:00;Africa/Mbabane;-26.5289;31.3075;Manzini
MTT;MTT;MX;Airport;-06:00;America/Mexico_City;18.1033;-94.5806;Minatitlan
MTU;MTU;MZ;Airport;+02:00;Africa/Maputo;-13.1278;39.0028;Montepuez
MTV;MTV;VU;Airport;+11:00;Pacific/Efate;-13.6661;167.7114;Mota Lava
MTW;MTW;US;Airport;-06:00;America/Chicago;44.1292;-87.6828;Manitowoc County
MTX;FAI;US;Airport;-09:00;America/Anchorage;64.8222;-147.8667;Fairbanks Metro Field
MTY;MTY;MX;Airport;-06:00;America/Mexico_City;25.7786;-100.1069;Monterrey
MTZ;MTZ;IL;Airport;+02:00;Asia/Jerusalem;31.3333;35.3833;Masada Bar Yehuda
MUA;MUA;SB;Airport;+11:00;Pacific/Guadalcanal;-8.3272;157.2617;Munda
MUB;MUB;BW;Airport;+02:00;Africa/Gaborone;-19.9725;23.4311;Maun
MUC;MUC;DE;Airport;+01:00;Europe/Berlin;48.3539;11.7861;Munich
MUD;MUD;MZ;Airport;+02:00;Africa/Maputo;-11.65;39.55;Mueda
MUE;MUE;US;Airport;-10:00;Pacific/Honolulu;20.0014;-155.6681;Kamuela Waimea-Kohala
MUF;MUF;ID;Airport;+09:00;Asia/Jayapura;-7.3833;140.3333;Muting
MUG;MUG;MX;Airport;-07:00;America/Mazatlan;26.8875;-112.0;Mulege
MUH;MUH;EG;Airport;+02:00;Africa/Cairo;31.3333;27.2167;Mersa Matruh
MUI;MUI;US;Airport;-05:00;America/New_York;40.4;-76.6667;Fort Indiantown Gap Muir Army Air Field
MUJ;MUJ;ET;Airport;+03:00;Africa/Addis_Ababa;5.8647;35.7486;Mui
MUK;MUK;CK;Airport;-10:00;Pacific/Rarotonga;-20.1364;-157.3458;Mauke Island
MUL;MGR;US;Airport;-05:00;America/New_York;31.0667;-83.8;Moultrie Spence Apt
MUM;MUM;KE;Airport;+03:00;Africa/Nairobi;0.3333;34.4833;Mumias
MUN;MUN;VE;Airport;-04:00;America/Caracas;9.7492;-63.1533;Maturin
MUO;MUO;US;Airport;-07:00;America/Denver;43.1319;-115.7311;Mountain Home Air Force Base
MUP;MUP;AU;Airport;+09:30;Australia/Darwin;-25.85;131.6;Mulga Park
MUQ;MUQ;AU;Airport;+08:00;Australia/Perth;-20.6333;120.0333;Muccan Station
MUR;MUR;MY;Airport;+08:00;Asia/Kuching;4.1794;114.3275;Marudi
MUS;MUS;JP;Airport;+09:00;Asia/Tokyo;24.3;153.9667;Minamitorishima
MUT;MUT;US;Airport;-06:00;America/Chicago;41.3664;-91.1461;Muscatine Municipal
MUU;MUU;US;Airport;-05:00;America/New_York;40.3833;-77.8833;Mount Union
MUV;PHL;US;Airport;-05:00;America/New_York;39.8667;-75.25;Philadelphia Mustin Aux Landing Field
MUW;MUW;DZ;Airport;+01:00;Africa/Algiers;35.2075;0.1461;Mascara Ghriss
MUX;MUX;PK;Airport;+05:00;Asia/Karachi;30.2033;71.4192;Multan
MUY;MUY;CG;Airport;+01:00;Africa/Brazzaville;-3.9833;13.9194;Mouyondzi
MUZ;MUZ;TZ;Airport;+03:00;Africa/Dar_es_Salaam;-1.5;33.8;Musoma
MVA;MVA;IS;Airport;+00:00;Atlantic/Reykjavik;65.6558;-16.9181;Myvatn Reykjahlid
MVB;MVB;GA;Airport;+01:00;Africa/Libreville;-1.6561;13.4381;Franceville Mvengue
MVC;MVC;US;Airport;-06:00;America/Chicago;31.5167;-87.3167;Monroeville Monroe County
MVD;MVD;UY;Airport;-03:00;America/Montevideo;-34.8383;-56.0308;Montevideo
MVE;MVE;US;Airport;-06:00;America/Chicago;44.95;-95.7167;Montevideo Chippewa County
MVF;MVF;BR;Airport;-03:00;America/Araguaina;-5.2006;-37.3636;Mossoro Dix Sept Rosado
MVG;MVG;GA;Airport;+01:00;Africa/Libreville;0.0833;11.0833;Mevang
MVH;MVH;AU;Airport;+10:00;Australia/Sydney;-30.7167;152.9167;Macksville
MVI;MVI;PG;Airport;+11:00;Pacific/Bougainville;-6.0;155.3333;Manetai
MVJ;MVJ;JM;Airport;-05:00;America/Jamaica;18.0167;-77.5;Mandeville
MVK;MVK;AU;Airport;+09:30;Australia/Adelaide;-28.35;138.65;Mulka
MVL;MVL;US;Airport;-05:00;America/New_York;44.535;-72.6142;Morrisville/Stowe State
MVM;MVM;US;Airport;-07:00;America/Phoenix;36.7028;-110.2333;Kayenta
MVN;MVN;US;Airport;-06:00;America/Chicago;38.3167;-88.8667;Mount Vernon
MVO;MVO;TD;Airport;+01:00;Africa/Ndjamena;12.2;18.7833;Mongo
MVP;MVP;CO;Airport;-05:00;America/Bogota;1.2536;-70.2339;Mitu Fabio A. Leon Bentley
MVQ;MVQ;BY;Airport;+03:00;Europe/Minsk;53.95;30.1333;Mogilev
MVR;MVR;CM;Airport;+01:00;Africa/Douala;10.4514;14.2575;Maroua Salak
MVS;MVS;BR;Airport;-03:00;America/Araguaina;-18.0833;-39.5667;Mucuri
MVT;MVT;PF;Airport;-10:00;Pacific/Tahiti;-14.8697;-148.7131;Mataiva
MVU;MVU;AU;Airport;+10:00;Australia/Brisbane;-14.1667;143.6833;Musgrave
MVV;MVV;FR;Airport;+01:00;Europe/Paris;45.8208;6.6522;Megeve
MVW;MVW;US;Airport;-08:00;America/Los_Angeles;48.4167;-122.3333;Burlington/Mt Vernon Skagit Regional
MVX;MVX;GA;Airport;+01:00;Africa/Libreville;2.15;12.1333;Minvoul
MVY;MVY;US;Airport;-05:00;America/New_York;41.3933;-70.6125;Martha'S Vineyard
MVZ;MVZ;ZW;Airport;+02:00;Africa/Harare;-20.0553;30.8592;Masvingo
MWA;MWA;US;Airport;-06:00;America/Chicago;37.7514;-89.0167;Marion
MWB;MWB;AU;Airport;+08:00;Australia/Perth;-29.2042;116.0225;Morawa
MWC;MKE;US;Airport;-06:00;America/Chicago;43.0333;-87.9;Milwaukee Lawrence J Timmerman Apt
MWD;MWD;PK;Airport;+05:00;Asia/Karachi;32.5833;71.55;Mianwali
MWE;MWE;SD;Airport;+02:00;Africa/Khartoum;18.4425;31.8433;Merowe
MWF;MWF;VU;Airport;+11:00;Pacific/Efate;-14.9978;168.0817;Maewo
MWG;MWG;PG;Airport;+10:00;Pacific/Port_Moresby;-6.9667;145.9;Marawaka
MWH;MWH;US;Airport;-08:00;America/Los_Angeles;47.2047;-119.3167;Moses Lake Grant County Intl
MWI;MWI;PG;Airport;+10:00;Pacific/Port_Moresby;-5.15;143.4833;Maramuni
MWJ;MWJ;GY;Airport;-04:00;America/Guyana;7.4883;-60.185;Matthews Ridge
MWK;MWK;ID;Airport;+07:00;Asia/Pontianak;3.3;106.2656;Matak Tarempa
MWL;MWL;US;Airport;-06:00;America/Chicago;32.7833;-98.0667;Mineral Wells
MWM;MWM;US;Airport;-06:00;America/Chicago;43.9167;-95.1;Windom Municipal
MWN;MWN;TZ;Airport;+03:00;Africa/Dar_es_Salaam;-3.55;33.6;Mwadui
MWO;MWO;US;Airport;-05:00;America/New_York;39.5;-84.3833;Middletown Regional (Hook Field)
MWP;MWP;NP;Airport;+05:45;Asia/Kathmandu;28.0;85.3333;Mountain
MWQ;MWQ;MM;Airport;+06:30;Asia/Yangon;20.1536;94.9686;Magway
MWR;MWR;ZA;Airport;+02:00;Africa/Johannesburg;-24.2;31.4;Motswari
MWS;MOH;ID;Airport;+08:00;Asia/Makassar;-2.8008;122.1431;Morowali Bandara Khusus Imip
MWT;MWT;AU;Airport;+09:30;Australia/Adelaide;-29.9167;139.7167;Moolawatana
MWU;MWU;PG;Airport;+10:00;Pacific/Port_Moresby;-1.5;149.6667;Mussau
MWV;MWV;KH;Airport;+07:00;Asia/Phnom_Penh;12.4606;107.1908;Mondulkiri
MWW;MWW;BE;Off-Line Point;+01:00;Europe/Brussels;50.7333;3.2167;Mouscron Off-Line Point
MWX;MWX;KR;Airport;+09:00;Asia/Seoul;34.9914;126.3828;Muan International
MWY;MWY;AU;Airport;+10:00;Australia/Brisbane;-17.3667;141.8667;Miranda Downs
MWZ;MWZ;TZ;Airport;+03:00;Africa/Dar_es_Salaam;-2.4444;32.9328;Mwanza
MXA;MXA;US;Airport;-06:00;America/Chicago;35.8833;-90.15;Manila Municipal
MXB;MXB;ID;Airport;+08:00;Asia/Makassar;-2.5333;120.3333;Masamba Andi Jemma
MXC;MXC;US;Airport;-07:00;America/Denver;37.8667;-109.35;Monticello
MXD;MXD;AU;Airport;+10:00;Australia/Brisbane;-23.5;139.6667;Marion Downs
MXE;MXE;US;Airport;-05:00;America/New_York;34.7333;-79.35;Laurinburg/Maxton
MXF;MGM;US;Airport;-06:00;America/Chicago;32.3028;-86.4;Montgomery Maxwell Afb
MXG;MXG;US;Airport;-05:00;America/New_York;42.3333;-71.55;Marlborough
MXH;MXH;PG;Airport;+10:00;Pacific/Port_Moresby;-6.3628;143.2311;Moro
MXI;MXI;PH;Airport;+08:00;Asia/Manila;6.95;126.2167;Mati
MXJ;MXJ;NG;Airport;+01:00;Africa/Lagos;9.6167;6.5333;Minna
MXK;MXK;PG;Airport;+10:00;Pacific/Port_Moresby;-6.4719;147.4411;Mindik
MXL;MXL;MX;Airport;-08:00;America/Santa_Isabel;32.6306;-115.2417;Mexicali R.Sanchez Taboada Int
MXM;MXM;MG;Airport;+03:00;Indian/Antananarivo;-21.7514;43.3764;Morombe
MXN;MXN;FR;Airport;+01:00;Europe/Paris;48.6044;-3.8147;Morlaix Ploujean
MXO;MXO;US;Airport;-06:00;America/Chicago;42.2333;-91.1833;Monticello Regional
MXP;MIL;IT;Airport;+01:00;Europe/Rome;45.63;8.7231;Milan Malpensa
MXQ;MXQ;AU;Airport;+10:00;Australia/Brisbane;-13.3894;-38.91;Cairu Lorenzo
MXR;MXR;UA;Airport;+02:00;Europe/Zaporozhye;49.9667;33.6;Myrhorod
MXS;MXS;WS;Airport;+13:00;Pacific/Apia;-13.7428;-172.2583;Maota Savail Is Maota
MXT;MXT;MG;Airport;+03:00;Indian/Antananarivo;-18.0508;44.0322;Maintirano
